author,commit_count,active_days,total_days,activity_ratio
Larissa Wagnerberger,1,1,1,1.0
LarkAlo,1,1,1,1.0
Larrire Lineker,2,1,1,1.0
Larry,22,1,1,1.0
Larry Ewing,2,1,1,1.0
Larry Gadea,3,1,1,1.0
Larry Gritz,1,1,1,1.0
Larry Liu,1,1,1,1.0
Larry Moss,11,1,1,1.0
Larry W,10,1,1,1.0
Larry Zhang,1,1,1,1.0
Lars,58,1,1,1.0
Lars Bahner,1,1,1,1.0
Lars Brinkhoff,5,1,1,1.0
Lars Buddenberg,7,1,1,1.0
Lars Christian Schou,3,1,1,1.0
Lars Dunemark,1,1,1,1.0
Lars Fors,2,1,1,1.0
Lars Gohr,2,1,1,1.0
Lars Greiss,1,1,1,1.0
Lars Göttgens,1,1,1,1.0
Lars Holmberg,20,1,1,1.0
Lars Hummelgren,1,1,1,1.0
Lars Kappert,9,1,1,1.0
Lars Kiesow,3,1,1,1.0
Lars Kusch,4,1,1,1.0
Lars Paul Linden,1,1,1,1.0
Lars Relund,8,1,1,1.0
Lars Rhijnsburger,4,1,1,1.0
Lars Schou,6,1,1,1.0
Lars T Hansen,1,1,1,1.0
Lars Viklund,8,1,1,1.0
Lars Vogel,4,1,1,1.0
Lars van Hijfte,1,1,1,1.0
LarsBech,1,1,1,1.0
LarsMans,1,1,1,1.0
LarsOL,1,1,1,1.0
Larsendeveloper,1,1,1,1.0
Larson Carter,2,1,1,1.0
Larsundso,6,1,1,1.0
Larva,1,1,1,1.0
Lary,2,1,1,1.0
"Laryea, Bryan, Vodafone (External)",2,1,1,1.0
Laryk96,2,1,1,1.0
LarysaDoroshenko,1,1,1,1.0
Las02,2,1,1,1.0
Las04ka,6,1,1,1.0
LasCC,13,1,1,1.0
LaserEyess,1,1,1,1.0
Lasha Kvantaliani,2,1,1,1.0
Laskira,1,1,1,1.0
Lasme Ephrem Dominique ESSOH,6,1,1,1.0
LassTwoKey,3,1,1,1.0
Lasse Maatta,2,1,1,1.0
Lassebq,2,1,1,1.0
Lassi,1,1,1,1.0
Lassier Antoine,1,1,1,1.0
LastReplicant,6,1,1,1.0
Lastdough,1,1,1,1.0
Lastferbbs,1,1,1,1.0
Lasty120,1,1,1,1.0
Lasuch,1,1,1,1.0
Laszlo Fazekas,1,1,1,1.0
Laszlo Kishalmi,1,1,1,1.0
Laszlo Magyar,2,1,1,1.0
LataChavan4,1,1,1,1.0
Latecomessnow,6,1,1,1.0
Latemus,3,1,1,1.0
Latif Sulistyo,1,1,1,1.0
Latika Verma,1,1,1,1.0
Latobarita,1,1,1,1.0
Lattapan,1,1,1,1.0
Lau,1,1,1,1.0
LauAubert,1,1,1,1.0
Laudiceia Rodrigues,1,1,1,1.0
Laufey Hjaltested,3,1,1,1.0
Lauge Milling,1,1,1,1.0
Laughing,2,1,1,1.0
Laughing-q,3,1,1,1.0
Laukar Tofik,1,1,1,1.0
LaupWing,2,1,1,1.0
Laur,5,1,1,1.0
LaurGen,10,1,1,1.0
Laura,16,1,1,1.0
Laura Andelare,2,1,1,1.0
Laura Bejder Jensen,1,1,1,1.0
Laura Beutler,1,1,1,1.0
Laura Folmer,1,1,1,1.0
Laura Gonzalez,18,1,1,1.0
Laura Gonzalez Fernandez,1,1,1,1.0
Laura Juliana Ruiz,7,1,1,1.0
Laura Klünder,1,1,1,1.0
Laura R,1,1,1,1.0
Laura Roque,1,1,1,1.0
Laura Trivino,1,1,1,1.0
Laura-MacLeod,2,1,1,1.0
LauraGutierrezSa,2,1,1,1.0
LauraOzolina,1,1,1,1.0
LauraTigreCarrasco,1,1,1,1.0
LauraWiltshire,4,1,1,1.0
Laura_Castaño,1,1,1,1.0
Lauranne Sarribouette,1,1,1,1.0
Laurat,3,1,1,1.0
Laure Zanna,2,1,1,1.0
LaureZanna,2,1,1,1.0
Laurean Gheorghiu,2,1,1,1.0
Laurels,1,1,1,1.0
Lauren Cadogan,1,1,1,1.0
Lauren Hong,2,1,1,1.0
Lauren Metz,16,1,1,1.0
Lauren Sanders,1,1,1,1.0
Lauren Sullivan,1,1,1,1.0
Laurence Bank,1,1,1,1.0
Laurence Barker,1,1,1,1.0
Laurence Finn,2,1,1,1.0
Laurence Hughes,4,1,1,1.0
Laurence Lundblade,1,1,1,1.0
Laurence Troy Valdez,1,1,1,1.0
Laurence Warne,2,1,1,1.0
LaurenceTimothyMGarcia,3,1,1,1.0
Laurens Groeneveld,2,1,1,1.0
Laurens256,1,1,1,1.0
Laurensius Yuda,1,1,1,1.0
Laurent,5,1,1,1.0
Laurent Abbal,3,1,1,1.0
Laurent Cagniart,2,1,1,1.0
Laurent Cozic,45,1,1,1.0
Laurent Destailleur,10,1,1,1.0
Laurent Ellerbach,1,1,1,1.0
Laurent Gaches,1,1,1,1.0
Laurent Jourden,6,1,1,1.0
Laurent Le Brun,1,1,1,1.0
Laurent Montel,11,1,1,1.0
Laurent Pinchart,2,1,1,1.0
Laurent Raemy,1,1,1,1.0
Laurent Raymond,1,1,1,1.0
LaurentBaj,1,1,1,1.0
Laurentiu-Cristian Danci,7,1,1,1.0
Laurenzius Julio,5,1,1,1.0
Laurențiu Nicola,3,1,1,1.0
Lauri,8,1,1,1.0
Lauri Harjukoski,1,1,1,1.0
Lauri Kyttälä,1,1,1,1.0
Lauri Nurmi,1,1,1,1.0
Lauri Vesa,1,1,1,1.0
Lauriacunia,1,1,1,1.0
LauricellaAndrea,1,1,1,1.0
Laurin Noel Frank,2,1,1,1.0
Laurin Quast,3,1,1,1.0
LaurineDargaud,1,1,1,1.0
Lauris,1,1,1,1.0
Lauris Mihailovs,1,1,1,1.0
Laurynas,1,1,1,1.0
Laurynas Notrumas,1,1,1,1.0
Laurynas-Zukauskas,2,1,1,1.0
Laust,5,1,1,1.0
Lautaro De Lucia,1,1,1,1.0
Lautaro Ferrario,1,1,1,1.0
LautaroBlasco23,1,1,1,1.0
Lav verma,1,1,1,1.0
Lavanyah B,1,1,1,1.0
Lavanyaprofessional,2,1,1,1.0
Laverlin,7,1,1,1.0
"Lavi, Nir",3,1,1,1.0
Lavinia616,2,1,1,1.0
Lavishq,2,1,1,1.0
Lavlet,3,1,1,1.0
Lavolin,2,1,1,1.0
Lawal Abubakar Babatunde,2,1,1,1.0
Lawrence,11,1,1,1.0
Lawrence Horne,13,1,1,1.0
Lawrence K Cormack,1,1,1,1.0
Lawrence Lee,1,1,1,1.0
Lawrence Murray,1,1,1,1.0
Lawrence Naumov,9,1,1,1.0
Lawrence Stubbs,1,1,1,1.0
Lawrence Tsai,1,1,1,1.0
Lawrence-Turner,3,1,1,1.0
Laxman Singh,3,1,1,1.0
Laxman kohar,3,1,1,1.0
LaxmanPoudel,1,1,1,1.0
Layak-Ali,2,1,1,1.0
Layla Hedges,4,1,1,1.0
Layomi22,1,1,1,1.0
Layter,3,1,1,1.0
Laz,6,1,1,1.0
LazaroDGM,8,1,1,1.0
Lazaros Apostolidis,2,1,1,1.0
Laziz Turakulov,2,1,1,1.0
Lazo Attar,3,1,1,1.0
Lazy-ferret,1,1,1,1.0
LazyAction,3,1,1,1.0
LazyJackyboy,1,1,1,1.0
LazyJazz,1,1,1,1.0
Lazyness,2,1,1,1.0
Lazyuno1987,1,1,1,1.0
Lazzari,3,1,1,1.0
Lctrs,1,1,1,1.0
Ldm Public,1,1,1,1.0
Le Codex,1,1,1,1.0
Le Cong Binh,1,1,1,1.0
Le Guillou,2,1,1,1.0
Le Hieu,2,1,1,1.0
Le Minh Tri,1,1,1,1.0
Le Nguyen,1,1,1,1.0
Le Philousophe,1,1,1,1.0
Le Rounker,5,1,1,1.0
Le Trung Hai,1,1,1,1.0
Le-positif-clinton,1,1,1,1.0
LeBronLiHD,6,1,1,1.0
LeCarrefour,1,1,1,1.0
LeCh1ffre,1,1,1,1.0
LeChat,1,1,1,1.0
LeConTesteur,8,1,1,1.0
LeDYoM,2,1,1,1.0
LeDat98,2,1,1,1.0
LeDreamer,5,1,1,1.0
LeHongBangUiT,1,1,1,1.0
LeJosplayy,7,1,1,1.0
LeJoueurSuisse,1,1,1,1.0
LeKhuong11,1,1,1,1.0
LeMaur Kydd,1,1,1,1.0
LePhee,1,1,1,1.0
LePichu,1,1,1,1.0
LeQuang450,1,1,1,1.0
LeRagib,2,1,1,1.0
LeRomar,2,1,1,1.0
LeStitcheurF0u,5,1,1,1.0
LeTuan03,2,1,1,1.0
LeVinhGithub,1,1,1,1.0
Lea Grigat,1,1,1,1.0
Lea Meter,1,1,1,1.0
Lea Sae Cheul,1,1,1,1.0
LeaG76,1,1,1,1.0
Leader-Tan,1,1,1,1.0
Leaf Eriksen,1,1,1,1.0
Leaf5Zhang,1,1,1,1.0
Leafar2001,6,1,1,1.0
Leafboi,1,1,1,1.0
LeaflessTree21,2,1,1,1.0
Leah,2,1,1,1.0
Leah Choco,2,1,1,1.0
Leah Kemp,1,1,1,1.0
Leah Neukirchen,4,1,1,1.0
Leander Lismond,2,1,1,1.0
LeandreXFC,1,1,1,1.0
Leandro,12,1,1,1.0
Leandro Amaral,3,1,1,1.0
Leandro Amoras,1,1,1,1.0
Leandro Arturi,9,1,1,1.0
Leandro Aurelio,1,1,1,1.0
Leandro Bianco,1,1,1,1.0
Leandro Camilo Da Costa,1,1,1,1.0
Leandro Carvalho,1,1,1,1.0
Leandro Coutinho,1,1,1,1.0
Leandro Edson Silva de Araujo,1,1,1,1.0
Leandro Ezequiel Pedercini,1,1,1,1.0
Leandro Florentin,3,1,1,1.0
Leandro Gómez,1,1,1,1.0
Leandro Lamarca,1,1,1,1.0
Leandro Martins,1,1,1,1.0
Leandro Pedroso,2,1,1,1.0
Leandro Pereira,2,1,1,1.0
Leandro Ribeiro,1,1,1,1.0
Leandro Santos,1,1,1,1.0
Leandro de Lara Celio,3,1,1,1.0
LeandroLopezsv,1,1,1,1.0
LeandroMagallanes,3,1,1,1.0
LeandroSantosP,1,1,1,1.0
Leandro_SmS,4,1,1,1.0
LeannAlexandra,2,1,1,1.0
Leanne Keenan,2,1,1,1.0
LeanneLuo,2,1,1,1.0
LearnAWS1234,1,1,1,1.0
Leasnam,1,1,1,1.0
LeaveThePast,2,1,1,1.0
Lebedynskyi Roman,2,1,1,1.0
Leboweeb,1,1,1,1.0
Lebronen78,1,1,1,1.0
Lecca Radu,2,1,1,1.0
Ledaro,1,1,1,1.0
Leddzip,5,1,1,1.0
Ledezma,3,1,1,1.0
Lee,2,1,1,1.0
Lee Adcock,2,1,1,1.0
Lee Bousfield,1,1,1,1.0
Lee Burridge,1,1,1,1.0
Lee Crawford,1,1,1,1.0
Lee Dano,1,1,1,1.0
Lee Eun Seob,1,1,1,1.0
Lee Hansel Solevilla,6,1,1,1.0
Lee HyeJin,3,1,1,1.0
Lee Hyung Woon / 이형운,2,1,1,1.0
Lee JaeHyeok,14,1,1,1.0
Lee Jaehyeok,2,1,1,1.0
Lee Jaeyong,1,1,1,1.0
Lee Jiwon,1,1,1,1.0
Lee Jong Gu / 이종구,2,1,1,1.0
Lee Juseong,2,1,1,1.0
Lee Kyungmin,1,1,1,1.0
Lee Lup Yuen,1,1,1,1.0
Lee Martin,3,1,1,1.0
Lee Olayvar,1,1,1,1.0
Lee Painter,2,1,1,1.0
Lee PyeongWon,1,1,1,1.0
Lee Robinson,3,1,1,1.0
Lee Sai Mun,3,1,1,1.0
Lee Salminen,1,1,1,1.0
Lee Sangdon,1,1,1,1.0
Lee Seung Yong,1,1,1,1.0
Lee Seungwook,1,1,1,1.0
Lee Suan,1,1,1,1.0
Lee Suyoung,3,1,1,1.0
Lee Tang,2,1,1,1.0
Lee Thomason,5,1,1,1.0
Lee Weng Hin,6,1,1,1.0
Lee Yew Chuan Michael,3,1,1,1.0
Lee dong ho,1,1,1,1.0
Lee jieun,2,1,1,1.0
Lee kijung,3,1,1,1.0
Lee-AHCL,1,1,1,1.0
Lee-Da-Hye,1,1,1,1.0
Lee-Dillon,1,1,1,1.0
Lee-DoHa,5,1,1,1.0
Lee-HT,1,1,1,1.0
Lee-Han-Sol,1,1,1,1.0
Lee-Null,3,1,1,1.0
Lee-seungjung,1,1,1,1.0
Lee.jeanphorn,1,1,1,1.0
Lee12369,1,1,1,1.0
LeeAnnJ,4,1,1,1.0
LeeEunYoung,5,1,1,1.0
LeeHwak,3,1,1,1.0
LeeInGyu,1,1,1,1.0
LeeJaeHyeok97,7,1,1,1.0
LeeJams,1,1,1,1.0
LeeJeKyun,9,1,1,1.0
LeeJim,1,1,1,1.0
LeeMoongi,1,1,1,1.0
LeeRangKim,2,1,1,1.0
LeeSeokJune,1,1,1,1.0
LeeTrongjNghiax,15,1,1,1.0
Leeawn,3,1,1,1.0
Leejhy,1,1,1,1.0
Leejjon,13,1,1,1.0
Leejoohyeong,3,1,1,1.0
Leela Padmaja,2,1,1,1.0
Leemelioon,32,1,1,1.0
Leemyeongjun,1,1,1,1.0
Leenus Darnal,1,1,1,1.0
Leesha Wadhwa,1,1,1,1.0
Leevi Graham,2,1,1,1.0
Leevon Levasseur,1,1,1,1.0
Leeward Bound,1,1,1,1.0
Lefteris Karapetsas,15,1,1,1.0
LeftyChris,3,1,1,1.0
LegNBass,2,1,1,1.0
LegacyOffice,1,1,1,1.0
Legend,1,1,1,1.0
Legenda,1,1,1,1.0
LegendaryGuard,1,1,1,1.0
Legende2K,13,1,1,1.0
Legende_L,1,1,1,1.0
Legion,2,1,1,1.0
Legnakra,1,1,1,1.0
LegoFigure11,1,1,1,1.0
Legodatski,1,1,1,1.0
Legoshi,1,1,1,1.0
Lehn,1,1,1,1.0
LehrChristoph,6,1,1,1.0
Lehung1231,1,1,1,1.0
Lei Mao,1,1,1,1.0
Lei Wang,1,1,1,1.0
Lei Xu,2,1,1,1.0
Lei Yang,2,1,1,1.0
Lei Zaakjy,2,1,1,1.0
"Lei, HUANG",3,1,1,1.0
LeiFan95,3,1,1,1.0
LeiGuo0812,1,1,1,1.0
LeidyMarcela1203,1,1,1,1.0
Leif Bloomquist,5,1,1,1.0
Leif Elgaard Høj,1,1,1,1.0
Leif Liddy,2,1,1,1.0
Leif Martensson,1,1,1,1.0
Leigh,2,1,1,1.0
Leigh Johnson,13,1,1,1.0
Leigh Stephenson,1,1,1,1.0
Leighton Clucas,2,1,1,1.0
Leighton Grant,1,1,1,1.0
Leila,1,1,1,1.0
Leila Abache,1,1,1,1.0
LeilaKarzand,2,1,1,1.0
Leinad,1,1,1,1.0
LeireQ,3,1,1,1.0
Lejamon,1,1,1,1.0
Lejla1502,2,1,1,1.0
Leko,4,1,1,1.0
Lektor Bot,1,1,1,1.0
LelayJ-ESIEE,3,1,1,1.0
Lele,1,1,1,1.0
LeleDerGrasshalmi,1,1,1,1.0
Lelia Erscoi,5,1,1,1.0
Lelik Jan,1,1,1,1.0
LemanRus,1,1,1,1.0
LemauDev,1,1,1,1.0
Lemintex,1,1,1,1.0
Lemon,3,1,1,1.0
Lemon Rose,6,1,1,1.0
LemonHaque,1,1,1,1.0
LemonInTheDark,2,1,1,1.0
LemonScentedSass,1,1,1,1.0
Lemsoon,2,1,1,1.0
Len Ganley,1,1,1,1.0
LenYN-L,1,1,1,1.0
Lena,1,1,1,1.0
Lena Bertho,4,1,1,1.0
Lena Biv,2,1,1,1.0
Lena Fuhrimann,1,1,1,1.0
Lena Ivanovich,1,1,1,1.0
Lena k,1,1,1,1.0
LenaMikhniuk,4,1,1,1.0
Lena_Hryhor,1,1,1,1.0
Lenard Frommelt,3,1,1,1.0
Lenarddz,5,1,1,1.0
LencinaJuanFrancisco,1,1,1,1.0
Lender,2,1,1,1.0
Lene Lefiti,4,1,1,1.0
LengZixuan,1,1,1,1.0
Lengthrequired,1,1,1,1.0
Lengyue,4,1,1,1.0
Lenilsonn1,3,1,1,1.0
Lenin,1,1,1,1.0
Lenin Javier Serrano Gil,1,1,1,1.0
Lenin Meza,1,1,1,1.0
Lenin-N,3,1,1,1.0
LeninElio,1,1,1,1.0
LeninQuintero,9,1,1,1.0
Lenka Polcerova,2,1,1,1.0
LenkaH,5,1,1,1.0
Lennard Behrens,1,1,1,1.0
Lennard Grimm,5,1,1,1.0
Lennart Bart,2,1,1,1.0
Lennart Erpenbeck,4,1,1,1.0
Lennart Gastler,2,1,1,1.0
Lennart Goedhart,1,1,1,1.0
Lennart Hase,3,1,1,1.0
Lennart Hede Ebbesen,3,1,1,1.0
Lennart Heinrich,1,1,1,1.0
Lennart Klein,1,1,1,1.0
Lennart Koopmann,1,1,1,1.0
Lennart Lösche,4,1,1,1.0
Lennart Oelschläger,1,1,1,1.0
Lennart Perrey,1,1,1,1.0
Lennart Spitzner,1,1,1,1.0
Lennart Vincent Bart,3,1,1,1.0
LennartProchnow,9,1,1,1.0
Lenni,4,1,1,1.0
Lenni009,6,1,1,1.0
Lennox Marten,2,1,1,1.0
Lenny,2,1,1,1.0
Lenny PENG,1,1,1,1.0
Lenny Peters,1,1,1,1.0
Lenny-del,2,1,1,1.0
LennyRemache,1,1,1,1.0
Lenon,3,1,1,1.0
Lenon Kitchens,3,1,1,1.0
Lenovo,2,1,1,1.0
LenovoLaptop,1,1,1,1.0
Lens,1,1,1,1.0
Lenticat,1,1,1,1.0
Lenyn Bejar,5,1,1,1.0
Lenzuolo,78,1,1,1.0
Leo,24,1,1,1.0
Leo Amigood,3,1,1,1.0
Leo Aristizabal,1,1,1,1.0
Leo Banos Garcia,4,1,1,1.0
Leo Benkel,1,1,1,1.0
Leo Benkel (bot),4,1,1,1.0
Leo Carten,3,1,1,1.0
Leo Castillo,1,1,1,1.0
Leo Dumbarton,4,1,1,1.0
Leo Esc,1,1,1,1.0
Leo Fang,2,1,1,1.0
Leo Fontes,1,1,1,1.0
Leo Gaube,3,1,1,1.0
Leo Grachov,1,1,1,1.0
Leo Greyz,4,1,1,1.0
Leo Herzog,3,1,1,1.0
Leo Hilsheimer,5,1,1,1.0
Leo Hu,1,1,1,1.0
Leo Izen,1,1,1,1.0
Leo Kling,1,1,1,1.0
Leo Lara,3,1,1,1.0
Leo Liu,1,1,1,1.0
Leo Melin,17,1,1,1.0
Leo Noelle,1,1,1,1.0
Leo R. Lundgren,5,1,1,1.0
Leo Rauschenberger,1,1,1,1.0
Leo Robinovitch,1,1,1,1.0
Leo Shen,1,1,1,1.0
Leo Wehrfritz,2,1,1,1.0
Leo Yockey,1,1,1,1.0
Leo Zeng,4,1,1,1.0
Leo-Leejianzhao,1,1,1,1.0
Leo-Naldi,4,1,1,1.0
Leo.Pirringer,2,1,1,1.0
Leo10952558,2,1,1,1.0
Leo32,1,1,1,1.0
LeoAlendro171,1,1,1,1.0
LeoAlves25,1,1,1,1.0
LeoAtopos,2,1,1,1.0
LeoDavila1994,1,1,1,1.0
LeoDessertenne,2,1,1,1.0
LeoDominici71,1,1,1,1.0
LeoJ340,1,1,1,1.0
LeoJackson,1,1,1,1.0
LeoJapan,4,1,1,1.0
LeoKle,1,1,1,1.0
LeoLTM,4,1,1,1.0
LeoNorman,1,1,1,1.0
Leokiler7,1,1,1,1.0
Leokl,1,1,1,1.0
Leon,39,1,1,1.0
Leon Acero,1,1,1,1.0
Leon Anavi,1,1,1,1.0
Leon Connor Holm,1,1,1,1.0
Leon Eck,1,1,1,1.0
Leon Ericsson,1,1,1,1.0
Leon Fink,2,1,1,1.0
Leon Freist,1,1,1,1.0
Leon Friedrich,17,1,1,1.0
Leon Kiefer,3,1,1,1.0
Leon Kling,2,1,1,1.0
Leon Linhart,10,1,1,1.0
Leon Lukashevsky,1,1,1,1.0
Leon Marz,1,1,1,1.0
Leon Patmore,2,1,1,1.0
Leon Radley,3,1,1,1.0
Leon Romanovsky,11,1,1,1.0
Leon Schimmel,1,1,1,1.0
Leon Schuermann,2,1,1,1.0
Leon Seng,3,1,1,1.0
Leon Starr,1,1,1,1.0
Leon Tillberg,3,1,1,1.0
Leon Tzu Chiang Chan,1,1,1,1.0
Leon Vogler,9,1,1,1.0
Leon York,1,1,1,1.0
Leon von Voss,4,1,1,1.0
Leon9708,2,1,1,1.0
LeonGr,6,1,1,1.0
LeonHellqvist,2,1,1,1.0
LeonLepkowski,1,1,1,1.0
LeonaTaric,2,1,1,1.0
Leonard,10,1,1,1.0
Leonard Cogles Bonne,2,1,1,1.0
Leonard Dahlmann,6,1,1,1.0
Leonard Hall,3,1,1,1.0
Leonard Mbelle,6,1,1,1.0
Leonard Scheidemantel,1,1,1,1.0
Leonard Wörteler,1,1,1,1.0
Leonardho R Sitanggang,1,1,1,1.0
Leonardo,9,1,1,1.0
Leonardo Alves Dias,2,1,1,1.0
Leonardo Andognini,1,1,1,1.0
Leonardo Anjoletto Ferreira,1,1,1,1.0
Leonardo Augusto de Freitas,1,1,1,1.0
Leonardo Bagi,1,1,1,1.0
Leonardo Batista Carias,2,1,1,1.0
Leonardo Bras,1,1,1,1.0
Leonardo Camelo,1,1,1,1.0
Leonardo Coelho,6,1,1,1.0
Leonardo Conde Aoun,2,1,1,1.0
Leonardo Cunha,1,1,1,1.0
Leonardo De Marco,1,1,1,1.0
Leonardo Dezan,1,1,1,1.0
Leonardo Diegues,2,1,1,1.0
Leonardo Dimarchi,3,1,1,1.0
Leonardo Duarte,1,1,1,1.0
Leonardo Esteves,1,1,1,1.0
Leonardo Fernandes Oliveira,1,1,1,1.0
Leonardo Ferreira,1,1,1,1.0
Leonardo Ferreira Rochedo,1,1,1,1.0
Leonardo Gama,1,1,1,1.0
Leonardo Gualpa,1,1,1,1.0
Leonardo Guevara,8,1,1,1.0
Leonardo J. Caballero G,1,1,1,1.0
Leonardo Justino,1,1,1,1.0
Leonardo Laureti,1,1,1,1.0
Leonardo Lavagna,3,1,1,1.0
Leonardo Maglanoc,1,1,1,1.0
Leonardo Marafioti,3,1,1,1.0
Leonardo Matteucci,3,1,1,1.0
Leonardo Meira,2,1,1,1.0
Leonardo Oliveira,1,1,1,1.0
Leonardo Ostjen,1,1,1,1.0
Leonardo Palomino,1,1,1,1.0
Leonardo Piel,7,1,1,1.0
Leonardo Puebla,1,1,1,1.0
Leonardo Ribeiro,2,1,1,1.0
Leonardo Rivero,1,1,1,1.0
Leonardo Ruoso Vendramini,1,1,1,1.0
Leonardo Russo,15,1,1,1.0
Leonardo Sainz,1,1,1,1.0
Leonardo Sampaio,3,1,1,1.0
Leonardo Santino,1,1,1,1.0
Leonardo Santos,4,1,1,1.0
Leonardo Sondermann,2,1,1,1.0
Leonardo Souza Martins,1,1,1,1.0
Leonardo Takashi Teramatsu,1,1,1,1.0
Leonardo Tosetto,1,1,1,1.0
Leonardo Zilli,15,1,1,1.0
LeonardoRedaelli1999,1,1,1,1.0
Leonardorossato,29,1,1,1.0
Leonel Fernández,2,1,1,1.0
Leonel Goncalves,1,1,1,1.0
Leonel Meque,1,1,1,1.0
Leonel Sanchez Usma,1,1,1,1.0
Leonel Serrano,1,1,1,1.0
LeonelNieto,1,1,1,1.0
Leonewu,1,1,1,1.0
Leonhard Kipp,3,1,1,1.0
Leonid,16,1,1,1.0
Leonid Bagrin,6,1,1,1.0
Leonid Bushuev,4,1,1,1.0
Leonid Khachaturov,1,1,1,1.0
Leonid Lezner,4,1,1,1.0
Leonid Pliushch,1,1,1,1.0
Leonid Pospelov,2,1,1,1.0
Leonid Startsev,1,1,1,1.0
Leonid Stryzhevskyi,1,1,1,1.0
Leonid Ugadiarov,1,1,1,1.0
Leonid V. Fedorenchik,1,1,1,1.0
Leonid Vinikov,4,1,1,1.0
LeonidDybovskij,6,1,1,1.0
LeonnySousa,1,1,1,1.0
Leonora Rivers,4,1,1,1.0
Leonssizm,1,1,1,1.0
Leontiy Volodin,1,1,1,1.0
LeooZeballos,3,1,1,1.0
Leosta0807,1,1,1,1.0
Lepiloff,2,1,1,1.0
Lera Bessonova,1,1,1,1.0
Lera Kulikova,4,1,1,1.0
LereRentesca,1,1,1,1.0
Lerigure,1,1,1,1.0
Leroy,1,1,1,1.0
Lerufato,1,1,1,1.0
LesPantsFancy,2,1,1,1.0
Lesha,9,1,1,1.0
Lesia,1,1,1,1.0
LesleyVu,1,1,1,1.0
Leslie Albrecht,2,1,1,1.0
Leslie Cohn-Wein,1,1,1,1.0
Leslie Yip,1,1,1,1.0
Leslie Zhai,1,1,1,1.0
Lestrades,2,1,1,1.0
Lesya-Brodskaya,2,1,1,1.0
Leszek Klich,3,1,1,1.0
Leszek Komorowski,12,1,1,1.0
Leta Treiden,3,1,1,1.0
Leteno18,1,1,1,1.0
Lethaline,1,1,1,1.0
Leticia Campos,1,1,1,1.0
Leticia Santos Moura,1,1,1,1.0
LeticiaMattosSilva,5,1,1,1.0
LetsCodeManh,3,1,1,1.0
Letícia,1,1,1,1.0
Letícia Andrade,3,1,1,1.0
Letícia Montenegro,1,1,1,1.0
Leukino,1,1,1,1.0
Leulsegedgit,4,1,1,1.0
Lev,23,1,1,1.0
Lev Chelyadinov,1,1,1,1.0
Lev Koporushkin,1,1,1,1.0
Lev Nemirovskii,3,1,1,1.0
Lev Pavelko,2,1,1,1.0
Lev Poznyakov,5,1,1,1.0
Lev Pruglo,1,1,1,1.0
Lev Stambler,2,1,1,1.0
Lev Zak,55,1,1,1.0
LevaInformatik,8,1,1,1.0
Levent Durdalı,1,1,1,1.0
Levente Bajczi,1,1,1,1.0
Levente5,1,1,1,1.0
Levi,1,1,1,1.0
Levi Barsis,2,1,1,1.0
Levi Leopoldino Alves,6,1,1,1.0
Levi McCallum,4,1,1,1.0
Levi Meahan,4,1,1,1.0
Levi Miller,2,1,1,1.0
LeviMetDeB,1,1,1,1.0
LeviathanS11,1,1,1,1.0
Levin Eric Zimmermann,8,1,1,1.0
Levinux,8,1,1,1.0
Levis,10,1,1,1.0
Levis Agaba,2,1,1,1.0
Levis Artur,2,1,1,1.0
Levkiv Artur,1,1,1,1.0
Levkov Viacheslav,1,1,1,1.0
Levon,1,1,1,1.0
Levon 'noptrix' Kayan,10,1,1,1.0
Levou7,1,1,1,1.0
Lewdcifer,7,1,1,1.0
Lewin Chan,14,1,1,1.0
Lewis,9,1,1,1.0
Lewis Benson,2,1,1,1.0
Lewis Fletcher,2,1,1,1.0
Lewis Grint,3,1,1,1.0
Lewis Pringle,2,1,1,1.0
Lewis Sneddon,5,1,1,1.0
Lewis1Ndungu,2,1,1,1.0
Lex Lim,3,1,1,1.0
Lex Nguyen,1,1,1,1.0
Lex Sulzer,1,1,1,1.0
Lex-Ai,2,1,1,1.0
Lex-Xander,1,1,1,1.0
LexLuthorMk,1,1,1,1.0
Lexa070301,1,1,1,1.0
LexaLexarLexarex,2,1,1,1.0
Lexin Chen,7,1,1,1.0
Lexinor,3,1,1,1.0
Lexus Hufano,1,1,1,1.0
Lexx1488,1,1,1,1.0
Lexxx,1,1,1,1.0
Lexy,2,1,1,1.0
Lexy Zhitenev,6,1,1,1.0
Leynad,1,1,1,1.0
LezaHMC75,8,1,1,1.0
Lfairf,2,1,1,1.0
Lgbdel16,1,1,1,1.0
LhAllant,2,1,1,1.0
Lhurtado92,1,1,1,1.0
Li Du,1,1,1,1.0
Li Hui Cham,2,1,1,1.0
Li Yuanhe,2,1,1,1.0
Li Yuxuan,1,1,1,1.0
Li Zhaoyuan,4,1,1,1.0
Li Zheng,1,1,1,1.0
Li-Wen Hsu,1,1,1,1.0
Li.M,1,1,1,1.0
Li0741,1,1,1,1.0
LiNan1984,18,1,1,1.0
LiQuid Gaming,1,1,1,1.0
LiRezende,2,1,1,1.0
Lia,1,1,1,1.0
Lia Marie,1,1,1,1.0
Liad-Landman,1,1,1,1.0
Liadri,1,1,1,1.0
Liahav Eitan,2,1,1,1.0
Lialiya,2,1,1,1.0
Liam,4,1,1,1.0
Liam Blizard,1,1,1,1.0
Liam Cribbs,1,1,1,1.0
Liam De Lee,2,1,1,1.0
